"Polarity","Text"
"positive","Jaigak - Its nice to see another application on top of Yarn.  Since its a lot of new code could you please add some notes on the high level components and suggest some pointers on navigating the code. It will help review the changes. Thanks!"
"positive","Looks good to me."
"positive","+1 23 patch changes look trivial.  Thanks!"
"positive","Will review by EOD today. Thanks for the tip."
"positive","Thanks for the patch applied for 2.0.1/2.1"
"neutral","Gabe yes this (<param name=""blocked"">p1p2</param> ) would be the way I would expect it to work but perhaps we can add OGNL expression evaluation as well. This could be usefull in other cases as stated in XW-340.  What do you think?"
"neutral","Hi Jochen  It's not about building successfully (which I have no issue with that as well) it's about resolving the right dependencies of the dependency. Use mvn dependency:tree to see if you really have them all correctly if you are getting them right too:  mvn dependency:tree -Dxmlrpc.version=3.1.1  (Yeap apparently I uploaded the pom after testing it against 3.1 not 3.1.1)  yc "
"neutral","Closing issues which have been released. "
"positive","Hi Thiwanka  I assume you're referring to this code which checks the character offset and produces progress events if the XMLLocator has advanced at least 2K:      public void startElement (QName element XMLAttributes attributes Augmentations augs) throws XNIException {         if(locator.getCharacterOffset() == 0) {             reportProgressEvents()"
"neutral","Created an attachment (id=7238) 2nd repro. "
"neutral","If and when Xerces moves to SAX 2.0.1 this patch will satisfy the behaviour of  SAX1 and SAX2."
"neutral","Duplicate of XERCESC-1810"
"positive","Hi Neil Thanks for the advice ...  > On the other hand if you can design a handler that knows how to > make appropriate calls to the scanner's sendChars() method so that > the buffer gets flushed when a maximum buffer size is reached then > perhaps a pluggable handler wouldn't be necessary since the default > behaviour would always work when an application has chosen to set > this limit.  The code I have as written does have the pluggable handler notion since I didn't want to arbitrarily couple the XMLBuffer class implementation (or worse it's interface) to the scanner. I didn't go so overboard as to allow multiple registered handlers or anything like that"
"neutral","As of 05/25/07 no error is thrown in IE7 when title bar is clicked in window.xal example."
"neutral","On 2008/Apr/08 04:09 pm Brian Minchau wrote: > > Hi Helge. > > I'm afraid you can't assign someone to review.  However I will have a look > at your patch.  Any progress in reviewing my patch?  -- Helge Schulz - http://OpenSHORE.org"
"neutral","This task was done before the 2.7.1 branch was created.  This task is now resolved."
"neutral","This bug is fixed in 2.7 closing it down per the request by the reporter Anuj Gupta."
"neutral","Created an attachment (id=8670) javadoc patch to org.apache.xalan.lib and org.apache.xalan.lib.sql "
"neutral","Created an attachment (id=2473) Patch to MANIFEST.MF "
"neutral","Created an attachment (id=1333) xml/xsl testcase for normalize-space-bug "
"neutral","Created an attachment (id=356) XML parsing tool. "
"neutral","Created an attachment (id=228) XML source with one entry that can trigger error "
"neutral","I just did an AMD Linux build and all I did was remove /usr/lib from the list  of libraries.  Since we don't really need /usr/lib at all don't you think a  better patch would be to remove that directory all together?"
"positive","John it would be great!"
"positive","Thanks it works fine!"
"positive","this looks good but a bunch of tests are now broken because of the new hidden input I will fix the tests do some more testing and commit in the next few days. thanks for the patch!"
"positive","Did you set:  struts.devMode=false struts.configuration.xml.reload=false   This did the trick for me :) "
"positive","Completed: At revision: 614842  -- Thanks Maja! "
"positive","If you ment this  <s:div id=""t4"" showLoadingText=""false""> <s:form id=""form"" action=""AjaxTest"">   <input type=textbox name=""data"">   <s:submit type=""button"" theme=""ajax"" label=""Update Content"" targets=""t4"" id=""ajaxbtn""/> </s:form> </s:div>  it still doesn't post the form values in IE but works fine in FF  Thanks a lot for your quick response. I really really appreciate  -ravi      --  Ravi Mangalagiri www.bluepitch.org (My personal website. Coming soon!) 703-505-4240 (c) "
"neutral","It still need a lot of work but there's an initial version checked into the sandbox now.    * http://svn.apache.org/viewvc/struts/sandbox/trunk/jpa-mailreader/  See STATUS.txt for design notes and such.   "
"neutral","DWR validation is working fine for me with FF 1.5 but the submit action for lesson1 is still not working. IE 5.5/6.0 still throws some really disturbing error messages which I could not yet resolve. "
"neutral","I won't get to it so let's go ahead. In general we should push things to a ""2.0.x"" version if we want to get it out in time for 2.0 GA."
"negative","Sorry clicked the wrong button. Its intended for inclusion."
"neutral","well if the user uploaded a file in the first FileUploadField then it should be handled by the first nested Form and if he uploaded a file in the second then it should be handled by the second and if both ... then both !  If only outer Form process all the submit then I understand that it can be difficult to implement what I expect are nested Form informed of the submition or not ? In fact FileUploadException is raised only for size limit exceeded can't we handle this thru an IFormValidator instead of a hardcoded check ?"
"negative","I didn't have time to work on this yet ..."
"negative","Sorry forgot to mention this. Try to switch the tabs a second time. The first click on ""Tab B"" will correctly render ""Content B"". But switching back to ""Tab A"" and then again back to ""Tab B"" fails to render ""Content B""."
"positive","Thank you!"
"positive","Fix applied thanks."
"positive","thanks Attila. I fixed the test/header already"
"neutral","I see no gain to make it singleton (Scala object) too. No need to change it without reason."
"neutral","this was released in 1.4.9 but is now being reverted in 1.4.10 due to overwhelming community feedback"
"positive","thanks"
"neutral","model objects were not serializable"
"positive","Sounds like a good idea but better to only fix in 1.5 to keep 1.4 more 1.3-compatible."
"positive","This looks good to me. +1 pending beta-8."
"neutral","I agree. I'm planning to look into WHIRR-370 later this month but I can't provide a timeline for it. "
"neutral","Forgot to grant license"
"positive","+1 Looks good to me."
"neutral","This patch adds some getting started documentation and also a new page about configuration. I've removed the individual pages for services in the absence of something to write there but we can add back as needed. I've also commented out some broken links that won't be live until we do a release.  I think we could make this live now. Thoughts?  BTW before applying the patch run:  svn mv site/src/site/confluence/getting-started.confluence site/src/site/confluence/quick-start-guide.confluence"
"neutral","Attached image showing blip padding in the Google Wave client."
"neutral","Hmm.  Breaking #if($query.foo) compatibility isn't ok if we can't find a reasonable way to keep that and the sub then i'll ditch the sub.   But i much prefer $query.foo.bar over $query.get('foo.bar') so i'm not going to give that up quickly.  The type conversion suffixes are more than just nice since the main point of the ValueParser is to parse values.  If you don't care about type conversion then you may as well just put the source map into the context.  Anyway i'm going to see if i can make both work somehow.  If i can't then expect me to resurrect the sub in a later version where complete backwards compatibility isn't necessary."
"neutral","reopened for fixVersion"
"neutral","reopened for fixVersion"
"negative","Oops my bad sorry. I indeed did not 'svn add' the new classes since I don't have write access to the repository anyway. But this way 'svn diff' goes wrong of course. I will submit a new patch on Monday when I'm back at my working machine. I'm really sorry for the incovencience!"
"neutral","Fixed typo in title"
"neutral","The fix causes test to fail in other circumstances.  Apparently File.delete() can't be relied upon to actually delete the file."
"positive","Thanks for the patch applied to 1.x and 1.5.1"
"neutral","Committed to 1.3.3 at revision: 705591   "
"neutral","Committed to 1.3.1 branch at revision: 685854   "
"neutral","fix also applied to the Native SDO repo on revision 671633"
"neutral","Fixed in SCA Java 1.2 rc4."
"positive","The diffs look good to me but it sounds like this only solves part of hte problems so we should probably file another bug to get the mgmt GUI 100% functional (for 2.1 maybe?)."
"neutral","Have a look at current svn head i have changed the styling stuff of the component with this approach it should work now. Just specify the ""style"" attribute and give it a width value.   I also have had a look at how we can influence the default Dojo styling stuff and have updated the wiki on this:  http://wiki.apache.org/myfaces/InputSuggestAjax  Can you test it if it works for you?    "
"positive","patch by Dennis Byrne. Thanks a lot!"
"neutral","Hi  I was going to join in on reporting this problem. I had recently downloaded a build from 10/17/2005 in order to fix a problem I was experiencing with jscookmenu. It was not until today that I ran a test in IE and found inputcalendar didn't work. I had the same JavaScript error: dateFormatSymbols. The calendar worked fine in Firefox.  Today I downloaded MyFaces 1.1.1RC3 and can confirm that this problem no longer seems to exist for me.   Cheers Kevin "
"neutral","patches applied revision 434193"
"positive","Patch applied. Thanks Matt!"
"positive","Setting to midnight UTC after parsing sounds fine to me.  yyyy-mm-dd looks good too."
"neutral","bq. {{ catch (InterruptedException ignore) { Thread.currentThread().interrupt()"
"neutral","one additional example: http://www.who.int/entity/tb/publications/global_report/gtbr12_execsummary_ar.pdf"
"positive","Keith -  This is done.  Thanks"
"positive","thanks Randy!  committed "
"positive","Excellent thanks a lot!"
"positive","Committed thanks Dave"
"positive","Hi [~wikimore] [~michaelstockton] or any other Ruby user: I'd really like to commit that but I need someone of you to review and confirm before. So if you want this being part of the next release .... thank you!  "
"positive","I just committed this patch. Thanks Richard!"
"neutral","patch that replaces the numeric constant value with the symbolic name of the enumerated constant"
"positive","I'm still not in love with the sarcasm or excessive negativity.  I'll just point a few things out.  1/ I didn't veto anything and this has nothing to do with C++.  I think it is a bad idea for us to generate code in a way that causes semantics to silently change when a new optional field is added.  This in dangerous in the long term.  2/ I have no problem reverting this change.  3/ Restoring the old constructor and marking in deprecated is probably a good idea."
"neutral","> David Reiss writes: > As I recall Jonathan was the only person who really seemed to > care about this issue and he wasn't satisfied with my > suggestion so I put it aside. Chad also requested some changes > to my diff for the JSON protocol. I'll try to reevaluate the > status some time soon but I am away from a computer today.  Jonathan - are you still in the loop on this one?  What do you think?  Given the fundamental differences in what a ""string"" is across different languages there's unlikely to be a clean solution that suits everyone. Having a backwards-compatible compromise that works is much better than having nothing though. "
"negative","Sorry about that."
"neutral","Any reason not to commit this patch? It's been hanging around a long time."
"neutral","David lgtm  Bryan I believe assignee should be Erik as the author of initial version of patch but I can't find him in drop box."
"neutral","[~mikelid] Please take a look at the patch when you get a chance. If it looks fine you can go ahead and commit using ""git am <patch file>""."
